ID,predict_proba
48786.0,0.09090122948606352
53074.0,0.1343316113332055
11758.0,0.8377854153188707
49289.0,0.9598870518660456
56787.0,0.7398287902949224
27135.0,0.45255334494279825
1222.0,0.07830458667489594
45631.0,0.16617214368061214
29686.0,0.3718121558424573
71663.0,0.4236158219543188
68721.0,0.8436274914109265
37270.0,0.5996948840707619
42999.0,0.8918470599023224
48467.0,0.9407213774765372
4262.0,0.9363475097900491
37193.0,0.8498227377824386
71073.0,0.456874575034473
56558.0,0.8907580303701474
45027.0,0.9271828394372863
50873.0,0.7740182640789453
28769.0,0.10598012696747869
2073.0,0.8790750317923964
23909.0,0.05295705074654987
28823.0,0.051498010144276046
67790.0,0.9439174488748685
49280.0,0.4130253690762516
16050.0,0.522308822525923
60387.0,0.9729371797252382
56952.0,0.7770660054043754
57836.0,0.28856242895985973
22336.0,0.9514110975026584
50057.0,0.08144067887980837
24013.0,0.38729636376657206
62761.0,0.9703218917754606
33105.0,0.020273815780363393
71187.0,0.04766066099711441
64875.0,0.8899930646602023
38818.0,0.8231199662872853
23810.0,0.09691448283253006
13104.0,0.633891156067061
6189.0,0.051609209839748864
45980.0,0.12248088413561603
354.0,0.4117799187256895
17029.0,0.8845696949423036
25414.0,0.8051918754539449
26109.0,0.6515560088953721
23970.0,0.19469944226467545
54650.0,0.11324953115186066
65217.0,0.9803971489668186
72792.0,0.07511910604946083
41345.0,0.2239707208516878
52812.0,0.9253463442331175
4258.0,0.4031746336733215
14040.0,0.7205371758798208
4515.0,0.8089810929502902
38851.0,0.979428590965085
41855.0,0.9238719510857044
5193.0,0.6211895594375129
18821.0,0.1314643653443905
14537.0,0.8580958321298592
48016.0,0.9540199512175221
59936.0,0.12501877070224746
4354.0,0.8858132154675012
65690.0,0.9531834011700336
43097.0,0.7172664940271393
31901.0,0.9860989883276361
18398.0,0.990510079750437
68056.0,0.10574683812837538
15085.0,0.9605139810099498
8706.0,0.7560048193515203
58770.0,0.49932176982774934
31822.0,0.16429531448125237
7764.0,0.07500857508600228
18924.0,0.691936280859495
39433.0,0.6466589956945629
72345.0,0.03469275026775397
55266.0,0.8832921898330136
69248.0,0.06368200356606306
70011.0,0.6066002707297025
11196.0,0.28001508973512923
60355.0,0.426165791881747
49727.0,0.957869362681738
63190.0,0.8793694743689972
42268.0,0.6186080836577408
43540.0,0.687509493883172
21222.0,0.43042448925675164
60269.0,0.6246098842267689
28319.0,0.8198295945762927
45100.0,0.9375226035098297
63037.0,0.6530397783066644
49710.0,0.03406082670104239
56489.0,0.9326602019152396
49983.0,0.9368607742702564
57826.0,0.14707276236586453
71061.0,0.15169702360569412
63914.0,0.9747361228446996
7059.0,0.910303510119295
16666.0,0.30168103028071125
3562.0,0.9583910968304503
52418.0,0.115483573366695
41683.0,0.20708544335821893
27787.0,0.892206398276854
67576.0,0.9356350298577171
25649.0,0.9281338097664428
33449.0,0.2957808640200885
36452.0,0.9500229253744082
55875.0,0.4615067751469497
41085.0,0.6368214912815259
44000.0,0.8168832121970425
51664.0,0.24424411105510313
15714.0,0.09215151262756538
7493.0,0.915915982041007
69773.0,0.800547717527077
70477.0,0.6200511367468943
731.0,0.8348131689823606
27458.0,0.31837898124520814
53110.0,0.4211653423593197
34018.0,0.6632283337398794
56895.0,0.531201082559164
20973.0,0.06970379237605277
47526.0,0.20173320235530762
12178.0,0.6555159307582393
27599.0,0.6500340981890622
34458.0,0.050687512619173855
43533.0,0.1628179940522711
62162.0,0.8733819717857546
31288.0,0.06990870306597438
65912.0,0.9865720074720736
27488.0,0.7968859072185474
6910.0,0.9200889864318265
51038.0,0.8839047068356763
36195.0,0.16755137247021762
28572.0,0.8903411308249845
69430.0,0.9252153220919395
66384.0,0.6384659474176944
25621.0,0.29192773479906
54278.0,0.2453595532797415
18811.0,0.9495271422043975
21534.0,0.7500416385426176
4011.0,0.5685467792369737
46229.0,0.6062358257358169
63053.0,0.7623733173256058
41153.0,0.852369033610598
10269.0,0.526183173210164
16959.0,0.9011773096228193
48335.0,0.9284672108862958
40947.0,0.7230505130204602
35556.0,0.1735413238061522
35625.0,0.8079015689392791
31277.0,0.9027884592236854
62379.0,0.930683698878479
44055.0,0.1463176508883992
41.0,0.17493013640551677
23092.0,0.2538915052015478
69916.0,0.6629495906315053
62836.0,0.22031744276594042
13410.0,0.9899055413831519
46427.0,0.8043308716311688
12358.0,0.2344205606514613
57176.0,0.8473215072004163
66871.0,0.7887358316181989
45069.0,0.26610226519195507
23250.0,0.6528051413810827
38820.0,0.6434734007714563
14756.0,0.6100036377122131
13162.0,0.9789533680486551
47393.0,0.6306377710056884
55963.0,0.5082993487279882
23103.0,0.6557984597289568
52501.0,0.09424565804879878
56066.0,0.4405267832326192
70951.0,0.8926880994222022
17701.0,0.6288556176011949
72935.0,0.7142051198801607
21618.0,0.14722264387204498
51660.0,0.7984103733579865
46710.0,0.3119306826118406
55338.0,0.757042766090269
40037.0,0.023089858298693148
17785.0,0.5471491839299837
64511.0,0.6383296909455831
54688.0,0.22153780284186564
65020.0,0.34781843478166485
51183.0,0.39193680808925463
994.0,0.09206836330341556
41491.0,0.9247523109640523
13263.0,0.1603088222543793
43697.0,0.03524419266635888
31885.0,0.6951757689532695
64826.0,0.8988182398452282
69009.0,0.06965363754411014
19044.0,0.8932867059759195
27703.0,0.8069430362683742
18167.0,0.13074974714110427
27751.0,0.5421944958000711
4659.0,0.6519479582465919
7880.0,0.7912840739889381
21858.0,0.3906614691434826
15824.0,0.28354490504036695
62502.0,0.30553652731834247
24486.0,0.2634959136063815
13924.0,0.9696588561291213
49458.0,0.8676186998644997
4491.0,0.40193839515376967
44581.0,0.959840239595406
46424.0,0.22539159482782725
20291.0,0.5418563497688864
45736.0,0.47941505530815975
23965.0,0.09823824073316823
69538.0,0.8584389921978791
34472.0,0.696296421832341
60316.0,0.03254460242073409
56134.0,0.942213052352131
38289.0,0.9659678710120002
14698.0,0.8495636489179293
65244.0,0.1881156644289909
34977.0,0.07411912955060893
38174.0,0.7038664852575919
61063.0,0.9696574987257992
51225.0,0.7574935035249062
18691.0,0.9771148030323664
71232.0,0.19177849789948548
68280.0,0.15748241570434865
32023.0,0.48136943256285064
30335.0,0.46119508842170687
35877.0,0.29495009923949445
43035.0,0.18511764094035243
17512.0,0.9723286065434901
34571.0,0.182631210801331
68773.0,0.5556851142394136
52532.0,0.9718550902326164
43210.0,0.8206215112772846
18568.0,0.44439293600790336
43905.0,0.1751180586887927
4704.0,0.8021117241692772
60535.0,0.2842370199919015
12598.0,0.8588456752308204
22592.0,0.4028409627180668
71692.0,0.41739248308375865
28509.0,0.877366598761375
48429.0,0.3466281297905285
72655.0,0.9228263945349723
23192.0,0.5281648472988025
29366.0,0.4277852854033675
72226.0,0.15742112033326422
43235.0,0.9783019688624299
32194.0,0.6270943937588844
10486.0,0.9465875978294465
40285.0,0.6730527462382434
57629.0,0.8354907447617638
31762.0,0.12730598125397552
56692.0,0.24164956729519133
31040.0,0.20626280432271005
25257.0,0.33710382323387744
50206.0,0.08558453080065555
67343.0,0.2611636088885962
1400.0,0.7255532787214651
42094.0,0.6332210954100568
32966.0,0.14403952074123305
25538.0,0.09582159836525922
13803.0,0.9610951177325145
23424.0,0.5512932265847544
14647.0,0.592211759892081
13136.0,0.3127666339253155
68467.0,0.15903438064252287
11831.0,0.8274055273738959
71145.0,0.31986173726762723
58182.0,0.3498385480817835
55297.0,0.9355190914561017
22576.0,0.8585863308138969
6729.0,0.7499903486462446
35049.0,0.401016193072691
